iter	RMSE
510	0.6174321613
511	0.616995745
512	0.6163363447
513	0.6155854891
514	0.6150156808
515	0.6144226006
516	0.6135856131
517	0.6129291318
518	0.6123165593
519	0.6115055253
520	0.6109714136
521	0.6102017599
522	0.6094496666
523	0.6087243364
524	0.6083803618
525	0.6077689848
526	0.6073877539
527	0.6070241586
528	0.6063045734
529	0.6057177643
530	0.6054444481
531	0.6045299439
532	0.6037327336
533	0.6032672742
534	0.602631082
535	0.6021588318
536	0.6015905277
537	0.6008243556
538	0.6001863066
539	0.5993423778
540	0.5988599459
541	0.5980626504
542	0.5976176322
543	0.5968866732
544	0.5963838304
545	0.5958530883
546	0.5951904535
547	0.5945694682
548	0.5940010869
549	0.593612711
550	0.5931573984
551	0.5926525014
552	0.5921396864
553	0.5915040274
554	0.5909562697
555	0.590159527
556	0.5895831104
557	0.5888172703
558	0.588566081
559	0.5880247515
560	0.587644661
561	0.5868103174
562	0.5861306693
563	0.5856099008
564	0.5849689729
565	0.5844886785
566	0.5840343437
567	0.5834886182
568	0.5830223137
569	0.5822701954
570	0.5817230675
571	0.5812849121
572	0.5807360326
573	0.5802112882
574	0.5797213806
575	0.5792185311
576	0.5786613572
577	0.5782214894
578	0.577585341
579	0.5771220453
580	0.5766659894
581	0.5761924808
582	0.5755237188
583	0.5748911734
584	0.5742568627
585	0.5737692027
586	0.5732928521
587	0.572850889
588	0.5723426746
589	0.5718370585
590	0.5713696463
591	0.570788842
592	0.5701179988
593	0.5694522776
594	0.5688732843
595	0.5683653464
596	0.5677870661
597	0.5673279934
598	0.5668228145
599	0.5664175286
600	0.5657349307
601	0.5652790171
602	0.5648602456
603	0.5642641492
604	0.563761963
605	0.563420278
606	0.5630793299
607	0.5625594005
608	0.5621745831
609	0.5615773686
610	0.5609255884
611	0.560290022
612	0.5594970313
613	0.559035498
614	0.5585790162
615	0.5579940121
616	0.5574069408
617	0.5567095909
618	0.5561883397
619	0.5556992644
620	0.5553474106
621	0.5548576713
622	0.5544255027
623	0.5538661245
624	0.5531816405
625	0.5525637687
626	0.5519293998
627	0.551473198
628	0.5506515839
629	0.5500300252
630	0.5496438623
631	0.5491581075
632	0.5485686821
633	0.5481987676
634	0.5478388744
635	0.5474580528
636	0.5470538501
637	0.5463060137
638	0.5457943883
639	0.5453069623
640	0.5448800188
641	0.5444840073
642	0.5441121371
643	0.5436527108
644	0.5432950139
645	0.5428949665
646	0.5424283076
647	0.5419668934
648	0.5414994369
649	0.5411825843
650	0.5408590095
651	0.5403855057
652	0.5398509037
653	0.539277349
654	0.5389570313
655	0.5386492832
656	0.5380772409
657	0.5377790557
658	0.5373142913
659	0.5369701234
660	0.5364456635
661	0.5359198874
662	0.5354143658
663	0.5350130947
664	0.5346058604
665	0.5339728012
666	0.5336087664
667	0.533186846
668	0.532871147
669	0.5325381973
670	0.5321219861
671	0.5318179227
672	0.5314090788
673	0.5308870855
674	0.5304406392
675	0.5299804
676	0.5295979728
677	0.5292405342
678	0.5288702869
679	0.5283001176
680	0.5277878963
681	0.5274213789
682	0.5270905015
683	0.5265442488
684	0.5261779739
685	0.525850297
686	0.5251960732
687	0.5248454375
688	0.5242604568
689	0.5239086498
690	0.5236282475
691	0.5232501231
692	0.5228918888
693	0.5225045739
694	0.5221023586
695	0.5217376231
696	0.5213460571
697	0.5209111369
698	0.5205726608
699	0.5201982286
700	0.5198336307
701	0.519539686
702	0.5189445279
703	0.5186363812
704	0.5181696887
705	0.5176253249
706	0.5173600416
707	0.5170357405
708	0.5167673894
709	0.5164605816
710	0.5160221387
711	0.5156673868
712	0.5152957389
713	0.5148049638
714	0.5144833394
715	0.5140819464
716	0.5135840432
717	0.5130750751
718	0.5125439396
719	0.5120923596
720	0.5118060381
721	0.5115155099
722	0.5111552671
723	0.5106617224
724	0.5103742417
725	0.5098815247
726	0.5094231651
727	0.5091491983
728	0.5087882188
729	0.5081696627
730	0.5079195188
731	0.5074996323
732	0.5073004737
733	0.5070424754
734	0.5068183148
735	0.50652594
736	0.5062103256
737	0.5058833002
738	0.5054317149
739	0.5052284828
740	0.5047052407
741	0.5043445275
742	0.5041652637
743	0.5038063737
744	0.503434832
745	0.5030772059
746	0.5027852928
747	0.5025994036
748	0.5021647577
749	0.501825285
750	0.5015517244
751	0.5012528125
752	0.5007060952
753	0.5004085395
754	0.500130227
755	0.4995220741
756	0.4990838184
757	0.4988573341
758	0.4983721308
759	0.4981692599
760	0.4979108055
761	0.497527038
762	0.4971711826
763	0.4967218463
764	0.4962172634
765	0.4957521789
766	0.4954967282
767	0.4950417801
768	0.4946203476
769	0.4942795173
770	0.4939091484
771	0.4935359748
772	0.4930899707
773	0.492794434
774	0.4924371978
775	0.4919139065
776	0.491725427
777	0.4914331865
778	0.4909717849
779	0.4905388278
780	0.490222241
781	0.4898579787
782	0.4896075524
783	0.4893476118
784	0.4889023303
785	0.4882944898
786	0.4878071181
787	0.4876586876
788	0.4874603139
789	0.4871721198
790	0.4866579339
791	0.4861188448
792	0.4857905172
793	0.485494656
794	0.4852090312
795	0.4847610148
796	0.4843231031
797	0.4840300052
798	0.4837949492
799	0.4836297084
800	0.4831560917
801	0.4827695503
802	0.482596531
803	0.4823888963
804	0.482084919
805	0.4816164482
806	0.4812274877
807	0.4809760572
808	0.4807146411
809	0.4804322812
810	0.4801503364
811	0.4799868392
812	0.4795143267
813	0.4791487021
814	0.4789526058
815	0.4787319751
816	0.4784839639
817	0.4781218252
818	0.4777025024
819	0.477352136
820	0.4770802598
821	0.4768373168
822	0.4765823416
823	0.4762358363
824	0.4760083877
825	0.4757681061
826	0.4755206167
827	0.4752408793
828	0.4747346353
829	0.4744034745
830	0.474129582
831	0.4737767061
832	0.4734778354
833	0.4730369578
834	0.4728140181
835	0.4724287706
836	0.4722088177
837	0.4719346511
838	0.4715677726
839	0.4713026632
840	0.4708846465
841	0.4706422533
842	0.4702721493
843	0.4699335608
844	0.4696202617
845	0.4693202737
846	0.4689833777
847	0.4687538174
848	0.4685145646
849	0.4681397023
850	0.4677892918
851	0.4675101967
852	0.4670679357
853	0.46684075
854	0.4664372768
855	0.466324299
856	0.4659215623
857	0.4656802955
858	0.4655083477
859	0.465153549
860	0.4647891486
861	0.4645065845
862	0.4642368434
863	0.463970911
864	0.4635525397
865	0.4633017061
866	0.4630143495
867	0.4627629819
868	0.462469084
869	0.4622293777
870	0.4619654182
871	0.4616141128
872	0.4614139994
873	0.4611961658
874	0.4608731467
875	0.4604901109
876	0.4602337983
877	0.4600402555
878	0.4595460891
879	0.4593997751
880	0.4591585172
881	0.4588748133
882	0.4585744667
883	0.4581824124
884	0.4579615502
885	0.4577606107
886	0.4575543419
887	0.457380311
888	0.4570497062
889	0.4567869717
890	0.4563267823
891	0.4560502596
892	0.4558918304
893	0.4555533794
894	0.4551345485
895	0.4548629687
896	0.4545550011
897	0.4542217724
898	0.4539943834
899	0.4536711958
900	0.4533031941
901	0.4529952715
902	0.4526188818
903	0.4522845916
904	0.4520867358
905	0.4518368768
906	0.4516614956
907	0.4514395042
908	0.451191075
909	0.4508757796
910	0.4505707832
911	0.4502689079
912	0.4499070722
913	0.4497361591
914	0.4495375072
915	0.4491251129
916	0.4488049675
917	0.4485754217
918	0.4484111487
919	0.4479976108
920	0.4477193866
921	0.4472885835
922	0.4470847773
923	0.4467735577
924	0.4464925899
925	0.4462031327
926	0.4459292096
927	0.4456753761
928	0.4454343546
929	0.445274881
930	0.4451366519
931	0.4449837135
932	0.444770662
933	0.4446283695
934	0.4444255445
935	0.443991563
936	0.4437181653
937	0.4434965291
938	0.4431833212
939	0.4429914128
940	0.4426141669
941	0.4423469075
942	0.4420955637
943	0.4419724734
944	0.4416906277
945	0.4415904869
946	0.4413214293
947	0.4411389123
948	0.4409274614
949	0.440640372
950	0.4404488813
951	0.4401254443
952	0.4399342482
953	0.4398127755
954	0.43949703
955	0.4392973246
956	0.4390974638
957	0.4388740072
958	0.438494531
959	0.4384190849
960	0.4380519136
961	0.4378399915
962	0.43744892
963	0.4371704487
964	0.4369341721
965	0.436609872
966	0.4364627465
967	0.4362577154
968	0.4360178416
969	0.4354761957
970	0.4352564351
971	0.4349701453
972	0.4347154324
973	0.4344046608
974	0.4339761856
975	0.4338025706
976	0.4335201089
977	0.4331228104
978	0.43298728
979	0.4326399428
980	0.4322131027
981	0.4318774357
982	0.4316238716
983	0.4314466723
984	0.4312426939
985	0.4308224839
986	0.4305365868
987	0.4303061779
988	0.4301263563
989	0.4299472039
990	0.4297123751
991	0.4294149408
992	0.4292373304
993	0.4288470651
994	0.4286884643
995	0.4282178247
996	0.4279542734
997	0.4277468453
998	0.427404556
999	0.4270683017
